id_virtual,lsm_model,grupo,lsm_liwc
01-682_KENN_vs_BREY,0.7758401516314299,SCOTUS,0.82
01-682_KENN_vs_GINS,0.794420888450149,SCOTUS,0.83
01-682_KENN_vs_GARR,0.7445707965430728,SCOTUS,0.79
01-682_KENN_vs_NELS,0.750997290337413,SCOTUS,0.83
01-682_SCAL_vs_BREY,0.8223491708425541,SCOTUS,0.88
01-682_SCAL_vs_GINS,0.8011682021686863,SCOTUS,0.85
01-682_SCAL_vs_GARR,0.7061274034964529,SCOTUS,0.75
01-682_SCAL_vs_NELS,0.7286954971095259,SCOTUS,0.77
01-682_BREY_vs_GINS,0.893260724492455,SCOTUS,0.89
01-682_BREY_vs_GARR,0.7621668153454257,SCOTUS,0.75
01-682_BREY_vs_NELS,0.824804487191154,SCOTUS,0.78
01-682_GINS_vs_GARR,0.7432691220069234,SCOTUS,0.75
01-682_GINS_vs_NELS,0.7639282179407376,SCOTUS,0.79
01-682_GARR_vs_NELS,0.9179015554550791,SCOTUS,0.94
