archivo,lsm_spacy,lsm_liwc,grupo
01-651_REID_vs_MINE,0.9435092713587575,0.86,SCOTUS
01-651_REID_vs_ALB2,0.9027042887160575,0.92,SCOTUS
01-651_REID_vs_BREY,0.845994886357958,0.85,SCOTUS
01-651_CONN_vs_GINS,0.9121252812044967,0.89,SCOTUS
01-651_CONN_vs_SCAL,0.8057675288323557,0.86,SCOTUS
01-651_CONN_vs_KENN,0.9013175961343094,0.91,SCOTUS
01-651_CONN_vs_MINE,0.7666202280447519,0.83,SCOTUS
01-651_CONN_vs_ALB2,0.8618891180225257,0.89,SCOTUS
01-651_CONN_vs_BREY,0.8328900022299096,0.89,SCOTUS
01-651_GINS_vs_SCAL,0.8526237482532835,0.89,SCOTUS
01-651_GINS_vs_KENN,0.9329569507312165,0.9,SCOTUS
01-651_GINS_vs_MINE,0.7690567869102658,0.77,SCOTUS
01-651_GINS_vs_ALB2,0.8558465164986273,0.86,SCOTUS
01-651_GINS_vs_BREY,0.8990729691324626,0.93,SCOTUS
01-651_SCAL_vs_KENN,0.8481149113791107,0.88,SCOTUS
01-651_SCAL_vs_MINE,0.7541476379223893,0.79,SCOTUS
01-651_SCAL_vs_ALB2,0.8358296841808035,0.89,SCOTUS
01-651_SCAL_vs_BREY,0.8656025553680585,0.86,SCOTUS
01-651_KENN_vs_MINE,0.8176385055507231,0.82,SCOTUS
01-651_KENN_vs_ALB2,0.9077141176183701,0.91,SCOTUS
01-651_KENN_vs_BREY,0.923035912589383,0.92,SCOTUS
01-651_MINE_vs_ALB2,0.8881468588155379,0.88,SCOTUS
01-651_MINE_vs_BREY,0.8090026996074662,0.79,SCOTUS
01-651_ALB2_vs_BREY,0.8724536750080505,0.87,SCOTUS
00-9285_REHN_vs_WAGN,0.8879423653417534,0.85,SCOTUS
00-9285_REHN_vs_BREY,0.8535636303678271,0.84,SCOTUS
00-9285_REHN_vs_GINS,0.8267843015801714,0.82,SCOTUS
00-9285_REHN_vs_KENN,0.9013554534664923,0.89,SCOTUS
00-9285_REHN_vs_STEV,0.8856728093388659,0.86,SCOTUS
00-9285_REHN_vs_SCAL,0.8068889366563261,0.81,SCOTUS
00-9285_REHN_vs_SOUT,0.8934542755949911,0.84,SCOTUS
00-9285_REHN_vs_HARR,0.907645403111112,0.86,SCOTUS
00-9285_REHN_vs_GORN,0.8442165104664681,0.8,SCOTUS
00-9285_WAGN_vs_BREY,0.7722269596250624,0.8,SCOTUS
00-9285_WAGN_vs_GINS,0.8621259455739574,0.87,SCOTUS
00-9285_WAGN_vs_KENN,0.9051680401149073,0.93,SCOTUS
00-9285_WAGN_vs_STEV,0.8800280269482752,0.88,SCOTUS
00-9285_WAGN_vs_SCAL,0.7670283048773223,0.78,SCOTUS
00-9285_WAGN_vs_SOUT,0.8707680589601702,0.87,SCOTUS
00-9285_WAGN_vs_HARR,0.9230797996646449,0.93,SCOTUS
00-9285_WAGN_vs_GORN,0.9137939898647252,0.9,SCOTUS
00-9285_BREY_vs_GINS,0.8764516873123424,0.92,SCOTUS
00-9285_BREY_vs_KENN,0.8086193237459292,0.78,SCOTUS
00-9285_BREY_vs_STEV,0.8332540886467926,0.86,SCOTUS
00-9285_BREY_vs_SCAL,0.8689869482850002,0.91,SCOTUS
00-9285_BREY_vs_SOUT,0.8865434706656524,0.89,SCOTUS
00-9285_BREY_vs_HARR,0.81996197742886,0.8,SCOTUS
00-9285_BREY_vs_GORN,0.7712459292858067,0.79,SCOTUS
00-9285_GINS_vs_KENN,0.8402947619765762,0.86,SCOTUS
00-9285_GINS_vs_STEV,0.8746203233177243,0.92,SCOTUS
00-9285_GINS_vs_SCAL,0.8585658189924402,0.89,SCOTUS
00-9285_GINS_vs_SOUT,0.8937401872236945,0.91,SCOTUS
00-9285_GINS_vs_HARR,0.8693561501931575,0.87,SCOTUS
00-9285_GINS_vs_GORN,0.8657667088748071,0.86,SCOTUS
00-9285_KENN_vs_STEV,0.8754938156271832,0.89,SCOTUS
00-9285_KENN_vs_SCAL,0.7859886040287001,0.76,SCOTUS
00-9285_KENN_vs_SOUT,0.8634104838228803,0.85,SCOTUS
00-9285_KENN_vs_HARR,0.9063610325513132,0.94,SCOTUS
00-9285_KENN_vs_GORN,0.8834269371883076,0.89,SCOTUS
00-9285_STEV_vs_SCAL,0.807162000671269,0.83,SCOTUS
00-9285_STEV_vs_SOUT,0.9154121556212578,0.93,SCOTUS
00-9285_STEV_vs_HARR,0.9412348256520874,0.9,SCOTUS
00-9285_STEV_vs_GORN,0.8544373698120524,0.89,SCOTUS
00-9285_SCAL_vs_SOUT,0.8683393385694523,0.85,SCOTUS
00-9285_SCAL_vs_HARR,0.7918582621624005,0.78,SCOTUS
00-9285_SCAL_vs_GORN,0.7753742357045597,0.77,SCOTUS
00-9285_SOUT_vs_HARR,0.9093655917707235,0.89,SCOTUS
00-9285_SOUT_vs_GORN,0.8482544494289516,0.87,SCOTUS
00-9285_HARR_vs_GORN,0.8808294864717962,0.91,SCOTUS
01-463_REHN_vs_CON1,0.817452643785472,0.82,SCOTUS
01-463_REHN_vs_CONN,0.7517893701604325,0.79,SCOTUS
01-463_REHN_vs_SOUT,0.8624490371221281,0.86,SCOTUS
01-463_REHN_vs_GINS,0.8048808230037297,0.82,SCOTUS
01-463_REHN_vs_SCAL,0.8822156643761692,0.85,SCOTUS
01-463_REHN_vs_KENN,0.8571337146015782,0.84,SCOTUS
01-463_REHN_vs_BREY,0.878369430727979,0.9,SCOTUS
01-463_REHN_vs_POWE,0.8492064016047931,0.86,SCOTUS
01-463_REHN_vs_STEV,0.8522254793343946,0.81,SCOTUS
01-463_CON1_vs_CONN,0.8753775363135208,0.91,SCOTUS
01-463_CON1_vs_SOUT,0.9009641610315795,0.9,SCOTUS
01-463_CON1_vs_GINS,0.8925978614520793,0.94,SCOTUS
01-463_CON1_vs_SCAL,0.8664344905861281,0.89,SCOTUS
01-463_CON1_vs_KENN,0.8930310080916656,0.89,SCOTUS
01-463_CON1_vs_BREY,0.8758269759663915,0.89,SCOTUS
01-463_CON1_vs_POWE,0.9048411179159888,0.91,SCOTUS
01-463_CON1_vs_STEV,0.8839781335135541,0.9,SCOTUS
01-463_CONN_vs_SOUT,0.8370707996753276,0.87,SCOTUS
01-463_CONN_vs_GINS,0.8812822514229457,0.86,SCOTUS
01-463_CONN_vs_SCAL,0.8030417841108541,0.85,SCOTUS
01-463_CONN_vs_KENN,0.8412497809993813,0.82,SCOTUS
01-463_CONN_vs_BREY,0.8304450837184458,0.86,SCOTUS
01-463_CONN_vs_POWE,0.8736652388020709,0.86,SCOTUS
01-463_CONN_vs_STEV,0.8641852699994278,0.86,SCOTUS
01-463_SOUT_vs_GINS,0.9121859202386475,0.92,SCOTUS
01-463_SOUT_vs_SCAL,0.9087339157963583,0.91,SCOTUS
01-463_SOUT_vs_KENN,0.9224714991534132,0.91,SCOTUS
01-463_SOUT_vs_BREY,0.9539071704854585,0.93,SCOTUS
01-463_SOUT_vs_POWE,0.9310123929276884,0.93,SCOTUS
01-463_SOUT_vs_STEV,0.9047449000062613,0.9,SCOTUS
01-463_GINS_vs_SCAL,0.8801991781130208,0.88,SCOTUS
01-463_GINS_vs_KENN,0.938448301699048,0.93,SCOTUS
01-463_GINS_vs_BREY,0.8820658458107261,0.9,SCOTUS
01-463_GINS_vs_POWE,0.9443906579610828,0.92,SCOTUS
01-463_GINS_vs_STEV,0.8805152285439448,0.91,SCOTUS
01-463_SCAL_vs_KENN,0.9139306798935811,0.85,SCOTUS
01-463_SCAL_vs_BREY,0.9223283041030211,0.9,SCOTUS
01-463_SCAL_vs_POWE,0.9122180447769631,0.89,SCOTUS
01-463_SCAL_vs_STEV,0.8727975195037772,0.85,SCOTUS
01-463_KENN_vs_BREY,0.8934133543757434,0.89,SCOTUS
01-463_KENN_vs_POWE,0.9560377204131767,0.94,SCOTUS
01-463_KENN_vs_STEV,0.8922643857157453,0.92,SCOTUS
01-463_BREY_vs_POWE,0.9180618036194194,0.91,SCOTUS
01-463_BREY_vs_STEV,0.9064242912798197,0.87,SCOTUS
01-463_POWE_vs_STEV,0.9171659112416958,0.91,SCOTUS
00-1614_REHN_vs_ENGL,0.8641474257635795,0.87,SCOTUS
00-1614_REHN_vs_CONN,0.74983713164057,0.8,SCOTUS
00-1614_REHN_vs_BREY,0.870746639449843,0.88,SCOTUS
00-1614_REHN_vs_SCAL,0.8808404527786406,0.9,SCOTUS
00-1614_REHN_vs_SOUT,0.8765360371091719,0.87,SCOTUS
00-1614_REHN_vs_GINS,0.82847618051894,0.85,SCOTUS
00-1614_REHN_vs_KENN,0.7888716586123432,0.84,SCOTUS
00-1614_REHN_vs_STEV,0.7980166261380647,0.84,SCOTUS
00-1614_REHN_vs_SCHL,0.7639516417011118,0.76,SCOTUS
00-1614_REHN_vs_PRIC,0.8191519661528782,0.85,SCOTUS
00-1614_ENGL_vs_CONN,0.848114349510752,0.88,SCOTUS
00-1614_ENGL_vs_BREY,0.8871172181593401,0.9,SCOTUS
00-1614_ENGL_vs_SCAL,0.8565622259689892,0.89,SCOTUS
00-1614_ENGL_vs_SOUT,0.9117300525949277,0.89,SCOTUS
00-1614_ENGL_vs_GINS,0.8955681883329991,0.88,SCOTUS
00-1614_ENGL_vs_KENN,0.8562744692081493,0.89,SCOTUS
00-1614_ENGL_vs_STEV,0.8830754748182662,0.89,SCOTUS
00-1614_ENGL_vs_SCHL,0.8427261336358673,0.82,SCOTUS
00-1614_ENGL_vs_PRIC,0.9001789497485553,0.95,SCOTUS
00-1614_CONN_vs_BREY,0.8211605611407843,0.9,SCOTUS
00-1614_CONN_vs_SCAL,0.773210189857277,0.89,SCOTUS
00-1614_CONN_vs_SOUT,0.8189673981408274,0.8,SCOTUS
00-1614_CONN_vs_GINS,0.8575443396484377,0.92,SCOTUS
00-1614_CONN_vs_KENN,0.824991623874185,0.89,SCOTUS
00-1614_CONN_vs_STEV,0.8797208470313312,0.87,SCOTUS
00-1614_CONN_vs_SCHL,0.8110554168034367,0.82,SCOTUS
00-1614_CONN_vs_PRIC,0.8511062277454722,0.89,SCOTUS
00-1614_BREY_vs_SCAL,0.9439515812638283,0.94,SCOTUS
00-1614_BREY_vs_SOUT,0.8765929578715421,0.85,SCOTUS
00-1614_BREY_vs_GINS,0.9006392965518013,0.94,SCOTUS
00-1614_BREY_vs_KENN,0.8659746828357555,0.9,SCOTUS
00-1614_BREY_vs_STEV,0.8373274079731436,0.87,SCOTUS
00-1614_BREY_vs_SCHL,0.7569656668273907,0.75,SCOTUS
00-1614_BREY_vs_PRIC,0.8580691730664993,0.9,SCOTUS
00-1614_SCAL_vs_SOUT,0.8466023166911929,0.84,SCOTUS
00-1614_SCAL_vs_GINS,0.887596292758471,0.92,SCOTUS
00-1614_SCAL_vs_KENN,0.8651502604146522,0.9,SCOTUS
00-1614_SCAL_vs_STEV,0.8016358706141992,0.84,SCOTUS
00-1614_SCAL_vs_SCHL,0.745057520811987,0.73,SCOTUS
00-1614_SCAL_vs_PRIC,0.8395094690631993,0.85,SCOTUS
00-1614_SOUT_vs_GINS,0.8900576770227755,0.85,SCOTUS
00-1614_SOUT_vs_KENN,0.8693389712507967,0.86,SCOTUS
00-1614_SOUT_vs_STEV,0.8985031687094476,0.88,SCOTUS
00-1614_SOUT_vs_SCHL,0.7818795600703909,0.81,SCOTUS
00-1614_SOUT_vs_PRIC,0.8581542649255773,0.87,SCOTUS
00-1614_GINS_vs_KENN,0.9378044349030235,0.92,SCOTUS
00-1614_GINS_vs_STEV,0.9020854080359849,0.91,SCOTUS
00-1614_GINS_vs_SCHL,0.809597508936351,0.78,SCOTUS
00-1614_GINS_vs_PRIC,0.9180417548904638,0.92,SCOTUS
00-1614_KENN_vs_STEV,0.869203942027797,0.91,SCOTUS
00-1614_KENN_vs_SCHL,0.7769587013821102,0.77,SCOTUS
00-1614_KENN_vs_PRIC,0.8822653792410459,0.91,SCOTUS
00-1614_STEV_vs_SCHL,0.8251565341404603,0.84,SCOTUS
00-1614_STEV_vs_PRIC,0.869477518555326,0.93,SCOTUS
00-1614_SCHL_vs_PRIC,0.8823452510992317,0.84,SCOTUS
