archivo,lsm_model,grupo,lsm_liwc
sw3679-ms98-a.phrases,0.8255064510850229,SW_PROCESSED,0.85
sw3682-ms98-a.phrases,0.8320166498579995,SW_PROCESSED,0.84
sw3686-ms98-a.phrases,0.8301158633321937,SW_PROCESSED,0.83
sw3698-ms98-a.phrases,0.9368070887378595,SW_PROCESSED,0.94
sw3700-ms98-a.phrases,0.7136014455415887,SW_PROCESSED,0.69
sw3702-ms98-a.phrases,0.8587124305333567,SW_PROCESSED,0.9
sw3724-ms98-a.phrases,0.8946788498991578,SW_PROCESSED,0.9
sw3735-ms98-a.phrases,0.8451931734691785,SW_PROCESSED,0.86
sw3747-ms98-a.phrases,0.7899464376709012,SW_PROCESSED,0.79
sw3757-ms98-a.phrases,0.8568213698030155,SW_PROCESSED,0.87
sw3758-ms98-a.phrases,0.8763615454985693,SW_PROCESSED,0.87
sw3760-ms98-a.phrases,0.9207069251784527,SW_PROCESSED,0.93
sw3771-ms98-a.phrases,0.8627782778420001,SW_PROCESSED,0.88
sw3777-ms98-a.phrases,0.8162829472593065,SW_PROCESSED,0.87
sw3783-ms98-a.phrases,0.9085264512710507,SW_PROCESSED,0.92
sw3811-ms98-a.phrases,0.782950046156069,SW_PROCESSED,0.78
sw3819-ms98-a.phrases,0.8780076412861162,SW_PROCESSED,0.86
sw3826-ms98-a.phrases,0.8119566887144001,SW_PROCESSED,0.83
sw3829-ms98-a.phrases,0.9042577997970577,SW_PROCESSED,0.88
sw3836-ms98-a.phrases,0.910480038741491,SW_PROCESSED,0.91
sw3848-ms98-a.phrases,0.8414979371235607,SW_PROCESSED,0.88
sw3857-ms98-a.phrases,0.9161777394268968,SW_PROCESSED,0.89
sw3860-ms98-a.phrases,0.7858867010717117,SW_PROCESSED,0.83
sw3861-ms98-a.phrases,0.818751508701431,SW_PROCESSED,0.83
sw3878-ms98-a.phrases,0.8782323525902549,SW_PROCESSED,0.93
sw3905-ms98-a.phrases,0.8858023484741421,SW_PROCESSED,0.87
sw3906-ms98-a.phrases,0.8438390780915092,SW_PROCESSED,0.84
sw3927-ms98-a.phrases,0.898415016758574,SW_PROCESSED,0.88
sw3942-ms98-a.phrases,0.8484304703526322,SW_PROCESSED,0.8
sw3945-ms98-a.phrases,0.8636957608645912,SW_PROCESSED,0.9
sw3946-ms98-a.phrases,0.856716222395578,SW_PROCESSED,0.9
sw3958-ms98-a.phrases,0.8895665202074856,SW_PROCESSED,0.9
sw3964-ms98-a.phrases,0.8450750221228277,SW_PROCESSED,0.87
sw3976-ms98-a.phrases,0.912659003143441,SW_PROCESSED,0.93
sw4020-ms98-a.phrases,0.8571022791894294,SW_PROCESSED,0.86
sw4024-ms98-a.phrases,0.9308244548979042,SW_PROCESSED,0.92
sw4027-ms98-a.phrases,0.8732327059708986,SW_PROCESSED,0.88
sw4030-ms98-a.phrases,0.8843852397456167,SW_PROCESSED,0.89
sw4060-ms98-a.phrases,0.8337353738614302,SW_PROCESSED,0.87
sw4066-ms98-a.phrases,0.8353727673138441,SW_PROCESSED,0.88
sw4090-ms98-a.phrases,0.8930518373975833,SW_PROCESSED,0.87
sw4104-ms98-a.phrases,0.8862270027425154,SW_PROCESSED,0.88
sw4105-ms98-a.phrases,0.8759086924855601,SW_PROCESSED,0.91
sw4113-ms98-a.phrases,0.9211247532569512,SW_PROCESSED,0.91
sw4114-ms98-a.phrases,0.8661787215693814,SW_PROCESSED,0.88
sw4115-ms98-a.phrases,0.8316385267152404,SW_PROCESSED,0.83
sw4128-ms98-a.phrases,0.8279274729755693,SW_PROCESSED,0.87
sw4130-ms98-a.phrases,0.8581536859068222,SW_PROCESSED,0.88
sw4141-ms98-a.phrases,0.8104219876747001,SW_PROCESSED,0.83
sw4149-ms98-a.phrases,0.8390147905714938,SW_PROCESSED,0.84
sw4164-ms98-a.phrases,0.9072396663262038,SW_PROCESSED,0.9
sw4186-ms98-a.phrases,0.8806092808242065,SW_PROCESSED,0.85
sw4196-ms98-a.phrases,0.7968167618120703,SW_PROCESSED,0.84
sw4200-ms98-a.phrases,0.8244510344307852,SW_PROCESSED,0.84
sw4201-ms98-a.phrases,0.9106677496921276,SW_PROCESSED,0.93
sw4205-ms98-a.phrases,0.7278167312145714,SW_PROCESSED,0.75
sw4206-ms98-a.phrases,0.8679797481862047,SW_PROCESSED,0.85
sw4211-ms98-a.phrases,0.8169170744513986,SW_PROCESSED,0.8
sw4215-ms98-a.phrases,0.9416313327402315,SW_PROCESSED,0.95
sw4218-ms98-a.phrases,0.8992350421007146,SW_PROCESSED,0.92
sw4222-ms98-a.phrases,0.8506354848236126,SW_PROCESSED,0.86
sw4229-ms98-a.phrases,0.9157580833451298,SW_PROCESSED,0.93
sw4241-ms98-a.phrases,0.8433828311795861,SW_PROCESSED,0.82
sw4254-ms98-a.phrases,0.9213714333042666,SW_PROCESSED,0.9
sw4265-ms98-a.phrases,0.8610638471213246,SW_PROCESSED,0.87
sw4281-ms98-a.phrases,0.9291811788901214,SW_PROCESSED,0.92
sw4285-ms98-a.phrases,0.9303429445349137,SW_PROCESSED,0.93
sw4293-ms98-a.phrases,0.8653841405472813,SW_PROCESSED,0.89
sw4298-ms98-a.phrases,0.8523783238607503,SW_PROCESSED,0.88
sw4300-ms98-a.phrases,0.8575536385395552,SW_PROCESSED,0.83
sw4303-ms98-a.phrases,0.8706022155371413,SW_PROCESSED,0.9
sw4304-ms98-a.phrases,0.8445089646242594,SW_PROCESSED,0.82
sw4322-ms98-a.phrases,0.9088905209708733,SW_PROCESSED,0.93
sw4356-ms98-a.phrases,0.9169813902398118,SW_PROCESSED,0.9
sw4368-ms98-a.phrases,0.8925047133874418,SW_PROCESSED,0.93
sw4501-ms98-a.phrases,0.8188455395205676,SW_PROCESSED,0.89
sw4522-ms98-a.phrases,0.8969752241171094,SW_PROCESSED,0.91
sw4523-ms98-a.phrases,0.9209192264264108,SW_PROCESSED,0.92
sw4540-ms98-a.phrases,0.8707910488004695,SW_PROCESSED,0.84
sw4565-ms98-a.phrases,0.9303710150725224,SW_PROCESSED,0.9
sw4576-ms98-a.phrases,0.9118842618332348,SW_PROCESSED,0.92
sw4588-ms98-a.phrases,0.842507276265225,SW_PROCESSED,0.87
sw4590-ms98-a.phrases,0.8672939092675391,SW_PROCESSED,0.88
sw4616-ms98-a.phrases,0.8688819995377404,SW_PROCESSED,0.85
sw4643-ms98-a.phrases,0.782939213735174,SW_PROCESSED,0.82
sw4660-ms98-a.phrases,0.8802335694166304,SW_PROCESSED,0.89
sw4765-ms98-a.phrases,0.8913979561530229,SW_PROCESSED,0.87
sw4785-ms98-a.phrases,0.8360939198528428,SW_PROCESSED,0.83
sw4814-ms98-a.phrases,0.8817428989216248,SW_PROCESSED,0.85
sw4821-ms98-a.phrases,0.8786325357611398,SW_PROCESSED,0.84
sw4837-ms98-a.phrases,0.8899326777824149,SW_PROCESSED,0.88
sw4846-ms98-a.phrases,0.8946991710272771,SW_PROCESSED,0.84
